image_path,class_id
/content/drive/MyDrive/RD2022/train/images/United_States_003359.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003338.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003365.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003344.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003348.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003345.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003355.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003395.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003370.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003398.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003385.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003378.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003389.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003384.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003397.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003379.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003376.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003381.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003388.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003382.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003375.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003394.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003396.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003386.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003367.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003390.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003400.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003399.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003418.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003411.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003408.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003427.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003423.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003419.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003406.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003409.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003402.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003425.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003416.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003421.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003422.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003415.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003407.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003417.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003447.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003434.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003437.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003440.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003443.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003430.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003431.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003433.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003441.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003446.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003445.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003428.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003432.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003439.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003436.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003429.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003448.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003452.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003462.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003481.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003457.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003451.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003453.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003460.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003474.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003478.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003450.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003475.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003449.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003469.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003459.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003472.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003465.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003479.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003470.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003471.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003464.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003455.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003508.jpg,1
/content/drive/MyDrive/RD2022/train/images/United_States_003504.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003483.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003503.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003492.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003494.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003489.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003497.jpg,0
/content/drive/MyDrive/RD2022/train/images/United_States_003507.jpg,2
/content/drive/MyDrive/RD2022/train/images/United_States_003498.jpg,0
